,Latitude,Longitude,City,Country,Date,Temperature,Humidity,Cloudiness,Wind Speed
288,28.3,40.7,sakakah,SA,2021-01-13 10:35:26,21.0,19.0,0.0,6.17
289,4.76,113.41,miri,MY,2021-01-13 10:32:18,26.84,94.0,40.0,2.06
290,5.17,30.38,maridi,SS,2021-01-13 10:35:28,36.48,16.0,58.0,2.47
291,49.08,58.38,emba,KZ,2021-01-13 10:35:28,-15.48,90.0,49.0,2.67
292,33.58,-26.05,ponta delgada,PT,2021-01-13 10:31:00,15.0,100.0,40.0,1.54
293,18.66,71.32,bombay,IN,2021-01-13 10:32:23,31.52,40.0,40.0,3.6
294,-15.83,-39.05,belmonte,BR,2021-01-13 10:35:30,23.0,88.0,40.0,2.06
295,6.07,-60.15,bartica,GY,2021-01-13 10:35:31,23.0,94.0,75.0,1.03
296,24.13,31.75,aswan,EG,2021-01-13 10:35:31,27.36,18.0,77.0,2.48
297,53.15,91.26,sayanogorsk,RU,2021-01-13 10:35:32,-15.49,91.0,100.0,0.87
298,52.24,-123.95,quesnel,CA,2021-01-13 10:35:00,1.0,80.0,90.0,4.63
299,28.88,146.0,katsuura,JP,2021-01-13 10:35:33,7.87,57.0,20.0,2.06
300,3.98,112.73,bintulu,MY,2021-01-13 10:35:34,26.83,89.0,40.0,1.54
301,13.16,-100.02,tecoanapa,MX,2021-01-13 10:35:34,23.06,80.0,22.0,2.31
302,41.85,27.37,malko tarnovo,BG,2021-01-13 10:35:35,5.0,75.0,40.0,3.09
303,52.73,79.88,blagoveshchenka,RU,2021-01-13 10:35:35,-25.69,88.0,94.0,3.69
304,2.35,133.9,manokwari,ID,2021-01-13 10:35:36,27.3,78.0,89.0,1.48
305,64.24,171.91,komsomolskiy,UZ,2021-01-13 10:35:37,5.0,42.0,100.0,2.06
306,40.92,38.75,gorele,TR,2021-01-13 10:35:37,22.0,37.0,75.0,1.54
307,-6.49,43.69,chake chake,TZ,2021-01-13 10:33:10,29.23,65.0,96.0,6.43
308,-9.03,-148.0,fare,PF,2021-01-13 10:35:38,27.37,77.0,100.0,8.56
309,-11.99,177.07,asau,RO,2021-01-13 10:35:39,-1.05,100.0,75.0,1.54
310,-15.94,169.85,vila,PT,2021-01-13 10:35:40,5.82,87.0,0.0,2.57
311,-29.09,-155.61,avera,US,2021-01-13 10:35:40,1.85,93.0,90.0,2.06
312,65.43,-154.88,kenai,US,2021-01-13 10:35:41,-2.65,74.0,90.0,5.66
313,45.36,-15.87,muros,ES,2021-01-13 10:35:42,2.82,100.0,1.0,1.15
314,-11.83,21.7,lumeje,AO,2021-01-13 10:35:42,21.86,81.0,100.0,1.45
315,10.55,97.62,ranong,TH,2021-01-13 10:35:43,28.0,57.0,0.0,6.69
316,57.85,179.19,beringovskiy,RU,2021-01-13 10:35:44,-27.25,85.0,66.0,4.66
317,-8.22,49.03,ambilobe,MG,2021-01-13 10:35:45,28.85,77.0,38.0,4.31
318,-6.62,-25.99,cabedelo,BR,2021-01-13 10:35:46,26.0,89.0,20.0,1.03
319,37.98,76.66,shache,CN,2021-01-13 10:34:45,5.19,41.0,0.0,0.67
320,-30.84,138.26,port augusta,AU,2021-01-13 10:34:14,23.27,77.0,75.0,9.77
321,80.41,40.3,ostrovnoy,RU,2021-01-13 10:35:48,-15.48,92.0,74.0,8.33
322,-45.38,-44.19,rocha,UY,2021-01-13 10:35:49,19.0,49.0,0.0,0.37
323,-2.13,-80.31,pedro carbo,EC,2021-01-13 10:35:49,23.56,100.0,40.0,2.06
324,14.66,-118.55,cabo san lucas,MX,2021-01-13 10:35:50,12.8,57.0,73.0,0.45
325,-4.62,40.3,micheweni,TZ,2021-01-13 10:35:50,28.19,72.0,83.0,7.36
326,33.05,140.07,tateyama,JP,2021-01-13 10:35:51,8.35,57.0,20.0,2.06
327,-30.35,-65.93,la rioja,ES,2021-01-13 10:35:52,4.0,81.0,75.0,5.14
328,-2.17,-5.23,tabou,CI,2021-01-13 10:35:52,27.82,77.0,94.0,4.16
329,9.13,83.45,batticaloa,LK,2021-01-13 10:35:53,26.8,81.0,38.0,6.07
330,71.11,-62.95,clyde river,CA,2021-01-13 10:35:53,-24.0,84.0,90.0,2.57
331,12.08,-5.15,koutiala,ML,2021-01-13 10:35:54,31.91,11.0,0.0,5.89
332,79.26,171.07,pevek,RU,2021-01-13 10:35:55,-25.76,89.0,100.0,3.5
333,0.66,104.66,kijang,KR,2021-01-13 10:35:55,10.0,50.0,0.0,6.17
334,56.08,18.75,wladyslawowo,PL,2021-01-13 10:35:56,1.18,93.0,75.0,4.12
335,46.84,-114.86,orchard homes,US,2021-01-13 10:35:57,5.15,87.0,90.0,9.26
336,25.59,-7.47,taoudenni,ML,2021-01-13 10:35:57,21.1,21.0,80.0,8.25
337,58.43,123.43,aldan,RU,2021-01-13 10:35:58,-36.25,82.0,60.0,0.9
338,16.94,-109.94,tomatlan,MX,2021-01-13 10:35:59,16.72,50.0,41.0,1.33
339,2.08,129.94,ternate,ID,2021-01-13 10:35:59,28.19,76.0,80.0,2.56
340,60.08,60.95,serov,RU,2021-01-13 10:36:00,-20.5,88.0,12.0,1.75
341,-6.52,-78.58,chota,PE,2021-01-13 10:36:01,10.83,85.0,64.0,1.45
342,4.94,32.99,kapoeta,SS,2021-01-13 10:36:01,36.61,17.0,1.0,7.14
343,52.18,-61.75,havre-saint-pierre,CA,2021-01-13 10:36:02,-12.0,92.0,90.0,2.06
344,53.2,33.6,zhiryatino,RU,2021-01-13 10:36:03,-5.0,80.0,90.0,7.0
345,54.7,89.84,shira,RU,2021-01-13 10:36:03,-25.65,89.0,71.0,0.53
346,48.46,137.56,troitskoye,RU,2021-01-13 10:36:04,-17.28,91.0,99.0,5.69
347,-15.99,-88.93,huarmey,PE,2021-01-13 10:36:06,20.65,90.0,100.0,2.98
348,-3.8,138.26,nabire,ID,2021-01-13 10:36:06,26.17,81.0,100.0,0.41
349,73.04,16.5,andenes,NO,2021-01-13 10:31:34,-4.14,74.0,0.0,3.6
350,23.64,-19.15,nouadhibou,MR,2021-01-13 10:36:08,17.0,55.0,0.0,9.77
351,68.24,-54.54,kangaatsiaq,GL,2021-01-13 10:36:08,-6.77,98.0,100.0,1.16
352,-15.71,-148.69,tiarei,PF,2021-01-13 10:36:09,25.77,73.0,75.0,2.06
353,17.23,-79.08,black river,JM,2021-01-13 10:36:09,22.48,83.0,20.0,2.06
354,65.44,129.4,sangar,RU,2021-01-13 10:36:10,-42.26,78.0,99.0,2.57
355,-20.77,3.56,namibe,AO,2021-01-13 10:36:11,27.0,54.0,20.0,5.66
356,46.75,-8.91,naron,ES,2021-01-13 10:36:12,5.96,100.0,20.0,2.06
357,58.99,48.86,murashi,RU,2021-01-13 10:36:12,-23.71,90.0,46.0,1.82
358,-58.61,128.76,portland,US,2021-01-13 10:31:41,9.1,86.0,100.0,0.45
359,-38.32,168.79,westport,US,2021-01-13 10:33:53,-1.41,69.0,90.0,1.88
360,13.71,0.03,dori,BF,2021-01-13 10:36:14,32.45,11.0,0.0,7.28
361,24.2,3.44,tessalit,ML,2021-01-13 10:36:15,29.83,12.0,45.0,3.47
362,34.8,-100.3,altus,US,2021-01-13 10:36:15,-3.48,93.0,1.0,1.54
363,65.4,149.37,zyryanka,RU,2021-01-13 10:36:16,-38.99,81.0,100.0,3.56
364,-6.89,121.87,maumere,ID,2021-01-13 10:36:17,29.11,74.0,79.0,2.12
365,-42.39,172.64,hanmer springs,NZ,2021-01-13 10:36:17,15.79,76.0,27.0,1.84
366,30.37,15.1,hun,LY,2021-01-13 10:36:19,14.86,35.0,96.0,7.75
367,19.12,-100.46,benito juarez,MX,2021-01-13 10:36:19,10.12,62.0,75.0,0.91
368,-19.95,-37.38,conceicao da barra,BR,2021-01-13 10:36:20,27.66,65.0,21.0,2.04
369,71.48,152.45,srednekolymsk,RU,2021-01-13 10:36:20,-37.13,82.0,67.0,2.26
370,-37.76,22.32,knysna,ZA,2021-01-13 10:36:21,20.0,88.0,90.0,6.17
371,67.81,124.43,zhigansk,RU,2021-01-13 10:36:22,-39.31,80.0,100.0,6.24
372,26.31,85.16,chakia,IN,2021-01-13 10:36:22,20.53,32.0,0.0,2.46
373,14.31,44.18,yarim,YE,2021-01-13 10:36:23,15.68,33.0,70.0,3.9
374,61.17,77.96,strezhevoy,RU,2021-01-13 10:36:24,-15.0,85.0,90.0,4.0
375,69.7,-52.98,aasiaat,GL,2021-01-13 10:36:24,-4.76,98.0,100.0,2.1
376,64.33,-54.49,maniitsoq,GL,2021-01-13 10:36:25,-6.03,94.0,93.0,2.85
377,56.63,41.19,savino,RU,2021-01-13 10:36:25,-19.18,91.0,100.0,3.95
378,51.43,83.67,charyshskoye,RU,2021-01-13 10:36:26,-16.98,85.0,100.0,4.13
379,46.63,-106.55,miles city,US,2021-01-13 10:34:35,4.0,70.0,1.0,4.63
380,19.31,94.35,thayetmyo,MM,2021-01-13 10:36:27,28.1,41.0,52.0,1.24
381,37.63,27.31,soke,ML,2021-01-13 10:36:28,31.66,11.0,14.0,6.53
382,49.02,91.33,ulaangom,MN,2021-01-13 10:36:28,-22.97,89.0,100.0,0.4
383,31.51,126.12,fukue,JP,2021-01-13 10:36:30,8.0,76.0,75.0,0.51
384,-40.02,153.94,batemans bay,AU,2021-01-13 10:36:31,22.78,86.0,78.0,4.3
385,66.61,58.42,usinsk,RU,2021-01-13 10:36:31,-24.96,83.0,8.0,3.15
386,29.52,21.42,awjilah,LY,2021-01-13 10:36:32,17.22,49.0,100.0,8.51
387,77.11,24.4,havoysund,NO,2021-01-13 10:36:32,-7.49,68.0,40.0,11.32
388,8.7,37.63,guder,ET,2021-01-13 10:36:34,21.85,46.0,71.0,1.11
389,74.81,165.84,bilibino,RU,2021-01-13 10:36:34,-25.96,84.0,100.0,2.25
390,45.75,-104.41,belle fourche,US,2021-01-13 10:36:35,8.04,42.0,1.0,6.69
391,65.58,147.83,shirokiy,RU,2021-01-13 10:36:36,-19.86,91.0,100.0,3.88
392,-29.11,120.2,northam,GB,2021-01-13 10:36:36,9.26,99.0,93.0,6.71
393,15.79,-7.65,nara,JP,2021-01-13 10:35:08,5.73,65.0,20.0,2.06
394,38.78,68.56,varzob,TJ,2021-01-13 10:36:37,16.0,20.0,0.0,2.0
395,-8.68,-75.84,uchiza,PE,2021-01-13 10:36:38,20.25,75.0,54.0,0.97
396,-12.85,37.36,montepuez,MZ,2021-01-13 10:36:39,27.37,72.0,90.0,3.07
397,-16.32,-74.04,acari,PE,2021-01-13 10:36:39,21.39,73.0,100.0,1.99
398,56.11,-130.5,ketchikan,US,2021-01-13 10:35:11,2.0,100.0,20.0,1.54
399,-10.63,-40.69,pindobacu,BR,2021-01-13 10:36:41,22.91,81.0,68.0,1.9
400,32.05,98.49,tezu,IN,2021-01-13 10:36:41,18.21,57.0,19.0,0.58
401,28.09,85.18,kathmandu,NP,2021-01-13 10:29:25,15.0,58.0,20.0,4.63
402,52.11,-95.21,lac du bonnet,CA,2021-01-13 10:36:42,-8.33,100.0,2.0,1.34
403,-23.1,-51.11,sertanopolis,BR,2021-01-13 10:36:43,24.0,94.0,40.0,4.57
404,25.31,16.13,marzuq,YE,2021-01-13 10:36:44,21.24,24.0,2.0,4.51
405,70.6,22.95,oksfjord,NO,2021-01-13 10:36:44,-10.37,79.0,0.0,5.66
406,40.17,-102.74,sterling,US,2021-01-13 10:36:45,-3.49,86.0,1.0,0.79
407,-13.57,22.69,zambezi,ZM,2021-01-13 10:36:46,24.55,73.0,100.0,3.83
408,44.33,98.18,hovd,MN,2021-01-13 10:36:46,-8.89,79.0,37.0,2.71
409,-6.49,111.35,rembang,ID,2021-01-13 10:36:47,26.14,87.0,100.0,3.71
410,36.43,-87.83,clarksville,US,2021-01-13 10:36:48,-2.69,93.0,1.0,2.06
411,21.52,58.43,ibra,OM,2021-01-13 10:36:48,28.05,14.0,0.0,4.14
412,42.42,118.18,mujiayingzi,CN,2021-01-13 10:32:07,-13.71,87.0,32.0,2.56
413,39.15,-21.65,vila franca do campo,PT,2021-01-13 10:36:49,15.0,100.0,40.0,1.54
414,41.08,-83.2,tiffin,US,2021-01-13 10:33:21,-1.32,89.0,95.0,0.45
415,12.63,119.93,buluang,PH,2021-01-13 10:36:51,23.92,86.0,97.0,2.83
416,33.92,19.42,tukrah,LY,2021-01-13 10:36:52,15.0,58.0,40.0,6.17
417,58.9,-131.57,juneau,US,2021-01-13 10:33:58,-0.3,81.0,90.0,4.63
418,40.06,-111.87,payson,US,2021-01-13 10:34:37,-0.73,80.0,90.0,0.88
419,54.75,-89.85,sioux lookout,CA,2021-01-13 10:36:54,-7.0,93.0,1.0,2.57
420,66.34,178.15,anadyr,RU,2021-01-13 10:36:55,-24.0,77.0,75.0,6.0
421,7.81,98.5,phuket,TH,2021-01-13 10:36:55,29.0,58.0,20.0,5.66
422,15.59,119.39,bolitoc,PH,2021-01-13 10:36:56,24.79,70.0,7.0,3.29
423,43.58,85.77,shihezi,CN,2021-01-13 10:36:56,-7.13,92.0,34.0,0.95
424,-30.63,-64.5,villa carlos paz,AR,2021-01-13 10:36:58,18.79,100.0,90.0,1.54
425,-8.67,-71.2,tarauaca,BR,2021-01-13 10:36:59,22.44,97.0,99.0,1.06
426,48.38,3.85,romilly-sur-seine,FR,2021-01-13 10:37:00,4.93,100.0,90.0,3.09
427,-64.54,27.81,kruisfontein,ZA,2021-01-13 10:37:00,23.33,86.0,100.0,2.68
428,-9.58,43.63,mitsamiouli,KM,2021-01-13 10:37:01,28.37,75.0,15.0,5.47
429,2.24,6.04,abonnema,NG,2021-01-13 10:37:02,29.0,79.0,75.0,1.03
430,28.28,30.37,matay,EG,2021-01-13 10:37:02,28.14,18.0,100.0,9.78
431,4.29,124.24,sarangani,PH,2021-01-13 10:37:03,28.18,79.0,35.0,4.11
432,2.41,75.03,muli,MV,2021-01-13 10:37:03,27.87,77.0,100.0,9.25
433,59.75,-134.13,whitehorse,CA,2021-01-13 10:37:04,-3.0,74.0,75.0,6.17
434,25.39,96.8,myitkyina,MM,2021-01-13 10:37:05,20.19,53.0,7.0,0.17
435,-38.72,174.14,waitara,NZ,2021-01-13 10:37:05,16.67,75.0,0.0,4.02
436,16.06,-93.58,tonala,MX,2021-01-13 10:37:06,8.03,76.0,40.0,0.28
437,-9.2,-53.22,alta floresta,BR,2021-01-13 10:37:06,22.66,97.0,100.0,0.2
438,59.42,75.63,megion,RU,2021-01-13 10:37:08,-15.0,85.0,90.0,4.0
439,-34.02,-76.22,constitucion,CL,2021-01-13 10:37:08,13.38,51.0,22.0,1.54
440,6.25,87.75,kalmunai,LK,2021-01-13 10:37:09,26.16,84.0,70.0,4.64
441,56.01,146.85,okha,RU,2021-01-13 10:37:09,-22.72,86.0,100.0,4.15
442,55.77,5.01,harlingen,US,2021-01-13 10:36:27,3.92,93.0,1.0,2.57
443,2.48,103.83,mersing,MY,2021-01-13 10:37:11,24.0,88.0,100.0,5.66
444,42.01,129.54,helong,CN,2021-01-13 10:37:11,-13.63,87.0,14.0,2.49
445,1.34,124.61,tomohon,ID,2021-01-13 10:37:12,27.0,89.0,20.0,0.84
446,-17.23,54.73,saint-denis,FR,2021-01-13 10:37:13,7.32,100.0,90.0,1.54
447,34.26,149.21,hasaki,JP,2021-01-13 10:37:13,3.37,75.0,20.0,1.03
448,50.84,-75.06,chapais,CA,2021-01-13 10:37:14,-4.0,93.0,90.0,5.14
449,37.31,24.45,apollonia,GR,2021-01-13 10:37:15,15.2,58.0,40.0,3.6
450,52.56,144.86,katangli,RU,2021-01-13 10:37:15,-15.79,94.0,100.0,4.76
451,-49.2,-81.55,coihaique,CL,2021-01-13 10:37:16,5.0,93.0,0.0,3.09
452,59.94,69.31,gornopravdinsk,RU,2021-01-13 10:37:16,-27.32,88.0,84.0,2.25
453,-8.28,-60.75,aripuana,BR,2021-01-13 10:37:17,23.04,94.0,97.0,0.27
454,-11.08,-42.65,xique-xique,BR,2021-01-13 10:37:18,24.95,74.0,11.0,6.89
455,12.11,-93.86,ocos,GT,2021-01-13 10:37:18,24.45,65.0,0.0,1.78
456,55.23,24.98,sirvintos,LT,2021-01-13 10:37:19,-0.5,93.0,90.0,4.63
457,57.77,-10.75,killybegs,IE,2021-01-13 10:37:19,10.52,93.0,90.0,2.57
458,-14.7,15.28,caconda,AO,2021-01-13 10:37:20,20.29,66.0,100.0,1.89
459,59.23,90.78,yeniseysk,RU,2021-01-13 10:37:20,-31.61,85.0,29.0,1.05
460,-17.87,22.25,shakawe,BW,2021-01-13 10:37:21,30.21,50.0,19.0,3.4
461,53.09,118.92,ust-karsk,RU,2021-01-13 10:37:22,-24.55,85.0,98.0,0.55
462,38.13,94.17,yumen,CN,2021-01-13 10:37:22,0.23,61.0,39.0,5.89
463,21.03,-9.47,atar,MR,2021-01-13 10:37:23,14.0,47.0,29.0,7.72
464,-33.75,-53.61,chuy,UY,2021-01-13 10:37:24,19.53,56.0,0.0,1.8
465,35.3,-106.52,bernalillo,US,2021-01-13 10:37:24,-1.76,37.0,75.0,4.63
466,7.74,-53.14,mana,GF,2021-01-13 10:37:25,25.17,85.0,100.0,5.48
467,52.42,-57.23,saint-augustin,CA,2021-01-13 10:37:26,-9.26,88.0,1.0,1.99
468,-10.41,-77.5,pativilca,PE,2021-01-13 10:37:27,20.62,89.0,100.0,2.1
469,19.31,-102.73,buenavista,PH,2021-01-13 10:37:27,25.32,90.0,100.0,1.17
470,56.84,-108.32,meadow lake,US,2021-01-13 10:37:28,-1.08,37.0,75.0,4.63
471,9.39,-45.49,cayenne,GF,2021-01-13 10:37:29,24.0,100.0,75.0,1.03
472,-20.31,-147.73,teahupoo,PF,2021-01-13 10:37:30,25.77,73.0,75.0,2.06
473,-27.54,161.54,bourail,NC,2021-01-13 10:37:30,25.73,86.0,70.0,2.07
474,-24.71,18.78,aranos,NA,2021-01-13 10:37:31,30.79,40.0,46.0,5.32
475,13.65,-82.13,san andres,CO,2021-01-13 10:37:31,27.0,69.0,40.0,7.72
476,40.39,16.96,palagiano,IT,2021-01-13 10:37:32,9.16,46.0,0.0,6.17
477,20.48,-89.23,teabo,MX,2021-01-13 10:37:33,19.38,98.0,78.0,0.98
478,79.86,27.33,mehamn,NO,2021-01-13 10:37:34,-9.0,35.0,0.0,6.69
479,-12.94,121.45,waingapu,ID,2021-01-13 10:37:34,27.95,81.0,90.0,0.95
480,47.39,-118.64,moses lake,US,2021-01-13 10:37:35,10.98,62.0,90.0,8.75
481,5.15,54.72,eyl,SO,2021-01-13 10:37:35,29.27,37.0,10.0,9.67
482,-2.61,41.72,lamu,KE,2021-01-13 10:37:36,27.35,72.0,46.0,7.39
483,5.81,42.2,mandera,KE,2021-01-13 10:37:37,34.5,18.0,30.0,6.65
484,49.52,25.82,zbarazh,UA,2021-01-13 10:37:37,-0.67,97.0,100.0,6.88
485,6.56,-55.16,nieuw amsterdam,SR,2021-01-13 10:37:38,23.38,94.0,75.0,3.09
486,40.76,-83.45,findlay,US,2021-01-13 10:36:14,-1.2,80.0,1.0,4.12
487,60.52,-123.54,fort nelson,CA,2021-01-13 10:37:40,-10.0,85.0,75.0,2.06
488,35.5,-151.51,kailua,US,2021-01-13 10:37:40,23.27,78.0,90.0,4.03
489,37.74,112.73,yuci,CN,2021-01-13 10:37:41,4.0,16.0,3.0,2.0
490,-28.94,-46.18,imbituba,BR,2021-01-13 10:37:42,24.0,88.0,40.0,4.12
491,38.31,7.51,carbonia,IT,2021-01-13 10:37:42,11.95,94.0,40.0,7.72
492,61.88,26.04,jyvaskyla,FI,2021-01-13 10:37:44,-15.77,78.0,75.0,4.12
493,-49.89,132.24,mount gambier,AU,2021-01-13 10:37:44,15.0,72.0,40.0,6.17
494,12.42,36.01,doka,SD,2021-01-13 10:37:45,33.96,13.0,0.0,3.32
495,1.94,-2.59,axim,GH,2021-01-13 10:33:13,28.5,73.0,45.0,4.46
496,-34.06,81.58,bambous virieux,MU,2021-01-13 10:37:46,28.95,70.0,40.0,6.17
497,6.32,65.81,ugoofaaru,MV,2021-01-13 10:37:48,26.49,79.0,100.0,3.96
498,32.36,-101.37,big spring,US,2021-01-13 10:37:49,-0.46,86.0,1.0,3.6
499,-10.15,-63.25,ariquemes,BR,2021-01-13 10:37:49,23.43,94.0,100.0,1.03
500,47.65,12.64,traunstein,DE,2021-01-13 10:37:50,0.87,69.0,40.0,5.66
501,-1.58,-41.58,luis correia,BR,2021-01-13 10:37:50,27.22,73.0,100.0,4.92
502,6.15,120.35,pandan niog,PH,2021-01-13 10:37:51,27.84,83.0,100.0,8.06
503,36.64,13.75,licata,IT,2021-01-13 10:37:52,13.0,71.0,0.0,1.03
504,58.75,143.55,okhotsk,RU,2021-01-13 10:37:52,-25.02,84.0,25.0,3.36
505,48.5,72.61,atasu,KZ,2021-01-13 10:37:53,-26.01,88.0,10.0,0.14
506,57.33,-19.6,vestmannaeyjar,IS,2021-01-13 10:37:54,5.0,93.0,90.0,18.52
507,11.38,77.09,sirumugai,IN,2021-01-13 10:37:55,26.0,69.0,75.0,3.09
508,45.95,94.15,hami,CN,2021-01-13 10:37:55,-5.52,78.0,100.0,2.73
509,45.08,138.1,svetlaya,RU,2021-01-13 10:37:56,-7.5,90.0,84.0,2.91
510,-4.17,-57.66,maues,BR,2021-01-13 10:37:56,23.76,95.0,90.0,1.1
511,61.79,-145.14,palmer,US,2021-01-13 10:37:57,-4.8,93.0,90.0,1.15
512,-31.94,159.55,sawtell,AU,2021-01-13 10:37:57,24.0,73.0,90.0,3.6
513,56.88,74.29,tara,RU,2021-01-13 10:37:58,-26.93,88.0,51.0,2.48
514,41.46,-63.94,shelburne,CA,2021-01-13 10:37:59,-2.28,86.0,90.0,4.12
515,-4.42,-48.51,itupiranga,BR,2021-01-13 10:38:00,24.0,100.0,75.0,1.14
516,46.09,-78.68,mattawa,US,2021-01-13 10:38:01,10.73,58.0,90.0,11.32
517,60.03,111.05,vitim,RU,2021-01-13 10:38:02,-25.95,85.0,100.0,3.31
518,38.46,121.73,dalian,CN,2021-01-13 10:38:02,-2.0,46.0,0.0,1.0
519,45.49,66.72,shieli,KZ,2021-01-13 10:34:17,-1.25,85.0,30.0,3.93
520,-48.2,-69.18,comodoro rivadavia,AR,2021-01-13 10:38:03,15.0,77.0,40.0,4.12
521,-14.85,-51.94,barra do garcas,BR,2021-01-13 10:38:04,24.75,85.0,100.0,0.32
522,-15.84,168.61,lakatoro,VU,2021-01-13 10:38:04,27.27,82.0,100.0,1.37
523,58.99,-115.93,high level,CA,2021-01-13 10:38:05,-5.0,93.0,20.0,1.03
524,34.91,39.0,manbij,SY,2021-01-13 10:38:06,12.0,50.0,75.0,1.03
525,-12.31,15.75,huambo,AO,2021-01-13 10:37:14,26.0,44.0,20.0,4.63
526,67.25,92.18,svetlogorsk,BY,2021-01-13 10:38:07,-3.41,97.0,99.0,3.7
527,25.34,116.82,longyan,CN,2021-01-13 10:38:08,8.3,49.0,0.0,0.82
528,-5.24,-73.66,requena,ES,2021-01-13 10:38:09,9.79,53.0,0.0,3.09
529,47.96,122.56,zalantun,CN,2021-01-13 10:38:09,-18.84,82.0,91.0,5.47
530,37.36,35.83,kozan,TR,2021-01-13 10:38:10,20.16,45.0,75.0,1.54
531,-13.81,167.28,sola,VU,2021-01-13 10:38:11,26.0,94.0,40.0,4.1
532,-13.41,28.78,ndola,ZM,2021-01-13 10:38:11,23.59,79.0,99.0,1.84
533,7.28,120.42,simbahan,PH,2021-01-13 10:38:12,27.8,83.0,100.0,8.07
534,-17.84,-143.93,tautira,PF,2021-01-13 10:38:12,25.77,73.0,75.0,2.06
535,40.89,63.09,gazli,UZ,2021-01-13 10:38:13,8.37,53.0,0.0,6.96
536,-17.63,12.99,opuwo,NA,2021-01-13 10:38:14,27.59,24.0,100.0,3.44
537,-20.31,138.76,mount isa,AU,2021-01-13 10:38:14,34.0,31.0,94.0,3.6
538,55.42,-117.6,valleyview,CA,2021-01-13 10:38:15,-1.0,74.0,100.0,3.09
539,44.0,132.39,ivanovka,KG,2021-01-13 10:38:16,-4.0,86.0,40.0,3.0
540,49.54,132.64,bira,RU,2021-01-13 10:38:16,-15.84,93.0,100.0,0.27
541,44.88,-114.61,hailey,US,2021-01-13 10:38:17,-1.09,100.0,90.0,1.54
542,75.27,86.18,dudinka,RU,2021-01-13 10:38:17,-25.55,89.0,73.0,3.44
543,-35.56,135.78,port lincoln,AU,2021-01-13 10:34:31,16.02,75.0,0.0,4.53
544,-28.16,155.74,byron bay,AU,2021-01-13 10:38:18,21.21,83.0,8.0,2.06
545,-7.3,-47.7,carolina,PR,2021-01-13 10:38:19,22.32,94.0,90.0,2.06
546,39.52,-93.49,marshall,US,2021-01-13 10:38:20,-4.61,100.0,90.0,1.95
547,-47.77,174.95,southbridge,US,2021-01-13 10:38:21,-3.76,80.0,0.0,1.8
548,49.61,78.46,semey,KZ,2021-01-13 10:38:23,-20.0,77.0,40.0,11.0
549,8.61,-15.16,conakry,GN,2021-01-13 10:38:24,26.68,74.0,11.0,0.49
550,34.73,93.24,lasa,IT,2021-01-13 10:38:25,-1.49,39.0,90.0,3.6
551,66.2,117.29,nyurba,RU,2021-01-13 10:38:26,-31.66,85.0,100.0,2.3
552,48.64,20.84,medzev,SK,2021-01-13 10:38:27,-0.5,93.0,20.0,3.09
553,-11.96,151.88,samarai,PG,2021-01-13 10:38:28,29.24,79.0,97.0,2.95
554,17.23,103.2,nong han,TH,2021-01-13 10:38:29,22.79,35.0,0.0,2.06
555,-5.5,29.98,uvinza,TZ,2021-01-13 10:38:30,26.42,69.0,49.0,2.09
556,-8.84,-88.12,paita,PE,2021-01-13 10:38:30,21.1,82.0,45.0,3.24
557,-26.1,144.89,roma,US,2021-01-13 10:36:04,-1.62,80.0,90.0,2.06
558,35.93,-140.92,fortuna,US,2021-01-13 10:38:32,14.76,100.0,90.0,4.12
559,52.55,108.67,turka,UA,2021-01-13 10:38:33,-1.46,80.0,100.0,4.67
560,10.15,-70.94,bachaquero,VE,2021-01-13 10:38:33,24.41,74.0,86.0,2.78
561,-1.24,129.24,sorong,ID,2021-01-13 10:38:34,28.18,79.0,100.0,4.95
562,55.31,54.59,semiletka,RU,2021-01-13 10:38:35,-21.49,91.0,96.0,2.75
563,68.72,-8.42,vestmanna,FO,2021-01-13 10:38:35,2.0,75.0,20.0,3.6
564,56.26,73.56,kolosovka,RU,2021-01-13 10:38:36,-27.79,88.0,63.0,3.16
565,0.94,47.03,mogadishu,SO,2021-01-13 10:36:28,27.93,63.0,10.0,10.12
566,70.63,27.57,kjollefjord,NO,2021-01-13 10:38:37,-9.0,35.0,0.0,6.69
567,59.86,13.88,kristinehamn,SE,2021-01-13 10:38:38,-2.78,100.0,75.0,5.14
568,60.36,-47.34,qaqortoq,GL,2021-01-13 10:38:38,0.0,86.0,90.0,1.54
569,19.55,-94.15,pajapan,MX,2021-01-13 10:38:39,18.66,89.0,100.0,3.81
570,59.4,65.65,mezhdurechenskiy,RU,2021-01-13 10:38:40,-26.75,87.0,4.0,2.06
571,-85.75,177.79,kaitangata,NZ,2021-01-13 10:38:40,13.88,96.0,10.0,0.8
572,36.98,4.41,timizart,DZ,2021-01-13 10:38:41,10.45,70.0,96.0,3.27
573,46.46,117.75,manzhouli,CN,2021-01-13 10:38:42,-24.62,84.0,3.0,4.32
574,-8.63,-65.85,pauini,BR,2021-01-13 10:38:42,22.96,97.0,85.0,0.28
575,-13.79,29.17,mkushi,ZM,2021-01-13 10:38:43,21.8,89.0,100.0,0.66
576,30.23,116.01,huangmei,CN,2021-01-13 10:38:43,9.45,51.0,0.0,0.74
577,47.69,133.67,lermontovka,RU,2021-01-13 10:38:45,-12.83,95.0,100.0,1.39
